Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	2.1	2.5	4.0	4.2	2094	2.1	0.35	C_186:R_622	0.91
2000-01-02	0.0	0.5	2.2	6.0	3193	2.3	0.59	C_186:R_622	0.79
2000-01-03	0.0	0.4	4.0	4.4	2123	3.2	0.61	C_186:R_622	0.83
2000-01-04	0.0	3.1	7.4	8.2	2139	3.3	0.83	C_186:R_622	0.81
2000-01-05	0.0	1.3	4.1	10.9	5512	3.1	1.04	C_186:R_622	0.69
2000-01-06	0.9	-1.5	3.7	4.1	2175	2.7	0.67	C_186:R_622	0.79
2000-01-07	0.0	4.0	6.6	8.8	2651	2.3	0.67	C_186:R_622	0.82
2000-01-08	1.5	2.5	5.6	6.9	2215	2.8	0.68	C_186:R_622	0.83
2000-01-09	10.3	5.0	5.6	6.4	2237	1.7	0.35	C_186:R_622	0.92
2000-01-10	2.0	2.7	3.7	4.7	2260	1.7	0.37	C_186:R_622	0.90
2000-01-11	0.0	3.0	3.9	4.6	2285	2.2	0.37	C_186:R_622	0.91
2000-01-12	0.0	0.9	1.3	3.0	2310	2.7	0.41	C_186:R_622	0.89
2000-01-13	0.0	-0.9	0.8	3.8	3394	2.5	0.56	C_186:R_622	0.81
2000-01-14	0.0	-2.0	1.3	4.4	2365	1.5	0.56	C_186:R_622	0.76
2000-01-15	0.0	-2.7	0.6	1.4	2394	1.6	0.42	C_186:R_622	0.83
2000-01-16	0.0	-2.2	1.7	4.6	4915	2.5	0.66	C_186:R_622	0.75
2000-01-17	0.0	1.8	5.8	7.2	2455	5.4	1.05	C_186:R_622	0.80
2000-01-18	0.2	4.2	6.0	9.4	2928	5.3	1.11	C_186:R_622	0.81
2000-01-19	0.0	-2.2	2.4	5.7	4133	2.8	0.85	C_186:R_622	0.72
2000-01-20	0.0	0.9	4.3	5.9	2555	4.0	0.85	C_186:R_622	0.81
2000-01-21	0.5	3.0	4.7	5.8	2591	4.2	0.65	C_186:R_622	0.87
2000-01-22	2.8	2.3	4.0	4.4	2628	2.6	0.47	C_186:R_622	0.90
2000-01-23	3.2	-1.5	0.5	4.3	2666	2.1	0.65	C_186:R_622	0.78
2000-01-24	0.0	-7.7	-5.3	-1.2	7192	1.4	0.37	C_186:R_622	0.75
2000-01-25	0.0	-10.3	-6.1	-0.6	7217	1.9	0.55	C_186:R_622	0.66
2000-01-26	0.0	-10.9	-5.7	-0.2	7304	2.8	0.73	C_186:R_622	0.63
2000-01-27	0.0	-7.8	-2.8	1.2	7392	3.3	0.80	C_186:R_622	0.68
2000-01-28	0.0	-5.9	2.1	6.1	6148	4.2	1.31	C_186:R_622	0.61
2000-01-29	2.0	3.6	7.8	8.8	2918	6.5	1.22	C_186:R_622	0.80
