Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	2.3	2.1	3.8	4.3	2009	2.1	0.39	C_187:R_618	0.89
2000-01-02	0.0	0.1	2.0	6.1	3178	2.3	0.62	C_187:R_618	0.78
2000-01-03	0.0	0.0	3.8	4.5	2037	3.2	0.66	C_187:R_618	0.82
2000-01-04	0.0	2.7	7.2	8.3	2052	3.3	0.88	C_187:R_618	0.79
2000-01-05	0.0	0.9	3.9	11.0	5692	3.1	1.06	C_187:R_618	0.67
2000-01-06	0.9	-1.9	3.5	4.2	2087	2.7	0.71	C_187:R_618	0.77
2000-01-07	0.0	3.6	6.4	8.9	2622	2.3	0.71	C_187:R_618	0.80
2000-01-08	1.6	2.1	5.4	7.0	2126	2.8	0.73	C_187:R_618	0.81
2000-01-09	10.8	4.6	5.4	6.5	2147	1.7	0.39	C_187:R_618	0.90
2000-01-10	2.1	2.3	3.5	4.8	2169	1.7	0.40	C_187:R_618	0.88
2000-01-11	0.0	2.6	3.7	4.7	2192	2.2	0.42	C_187:R_618	0.90
2000-01-12	0.0	0.5	1.1	3.1	2217	2.7	0.46	C_187:R_618	0.88
2000-01-13	0.0	-1.3	0.6	3.9	3373	2.5	0.59	C_187:R_618	0.80
2000-01-14	0.0	-2.4	1.1	4.5	2269	1.5	0.58	C_187:R_618	0.75
2000-01-15	0.0	-3.1	0.4	1.5	2297	1.6	0.45	C_187:R_618	0.81
2000-01-16	0.0	-2.6	1.5	4.7	5030	2.5	0.68	C_187:R_618	0.74
2000-01-17	0.0	1.4	5.6	7.3	2356	5.4	1.11	C_187:R_618	0.78
2000-01-18	0.2	3.8	5.8	9.5	2836	5.3	1.18	C_187:R_618	0.79
2000-01-19	0.0	-2.6	2.2	5.8	4175	2.8	0.88	C_187:R_618	0.71
2000-01-20	0.0	0.5	4.1	6.0	2453	4.0	0.90	C_187:R_618	0.79
2000-01-21	0.5	2.6	4.5	5.9	2487	4.2	0.71	C_187:R_618	0.86
2000-01-22	2.9	1.9	3.8	4.5	2523	2.6	0.51	C_187:R_618	0.88
2000-01-23	3.3	-1.9	0.3	4.4	2559	2.1	0.68	C_187:R_618	0.76
2000-01-24	0.0	-8.1	-5.5	-1.1	7406	1.4	0.38	C_187:R_618	0.73
2000-01-25	0.0	-10.7	-6.3	-0.5	7432	1.9	0.56	C_187:R_618	0.64
2000-01-26	0.0	-11.3	-5.9	-0.1	7520	2.8	0.74	C_187:R_618	0.62
2000-01-27	0.0	-8.2	-3.0	1.3	7610	3.3	0.82	C_187:R_618	0.67
2000-01-28	0.0	-6.3	1.9	6.2	6281	4.2	1.33	C_187:R_618	0.60
2000-01-29	2.1	3.2	7.6	8.9	2802	6.5	1.29	C_187:R_618	0.79
2000-01-30	11.6	6.1	9.6	11.1	2846	5.8	1.27	C_187:R_618	0.81
2000-01-31	0.0	9.0	10.1	11.9	3464	5.9	0.99	C_187:R_618	0.88
2000-02-01	0.0	5.1	8.1	11.2	4418	3.6	1.16	C_187:R_618	0.78
2000-02-02	4.0	3.1	5.9	9.7	3049	3.8	1.18	C_187:R_618	0.77
2000-02-03	0.0	2.4	5.8	9.0	3822	3.8	1.15	C_187:R_618	0.76
2000-02-04	2.1	0.6	6.5	9.2	3281	3.8	1.32	C_187:R_618	0.71
2000-02-05	0.0	4.7	6.9	13.0	6491	3.4	1.42	C_187:R_618	0.72
2000-02-06	0.0	2.5	7.3	12.8	6171	2.7	1.40	C_187:R_618	0.67
2000-02-07	0.0	5.8	9.4	12.2	4128	4.3	1.38	C_187:R_618	0.78
2000-02-08	2.5	7.3	11.3	13.5	3913	5.4	1.57	C_187:R_618	0.78
2000-02-09	0.0	2.8	5.7	12.7	4675	5.9	2.00	C_187:R_618	0.68
2000-02-10	12.0	1.5	7.4	10.7	8003	4.0	1.52	C_187:R_618	0.70
2000-02-11	0.0	0.0	2.1	8.1	6247	2.6	1.09	C_187:R_618	0.72
2000-02-12	0.0	-4.1	3.3	7.6	8070	3.4	1.39	C_187:R_618	0.63
2000-02-13	4.3	0.1	2.7	6.3	3569	3.8	1.04	C_187:R_618	0.77
2000-02-14	3.2	-3.2	2.9	6.1	9024	2.9	1.15	C_187:R_618	0.68
2000-02-15	5.7	4.4	8.4	12.7	5107	3.2	1.46	C_187:R_618	0.72
2000-02-16	4.8	0.6	3.3	8.4	5786	3.9	1.31	C_187:R_618	0.73
2000-02-17	0.4	0.0	2.7	5.6	5487	2.9	0.92	C_187:R_618	0.79
2000-02-18	2.8	0.1	3.6	5.6	3872	3.0	0.91	C_187:R_618	0.79
2000-02-19	4.1	3.1	6.0	9.2	4246	2.6	1.06	C_187:R_618	0.78
2000-02-20	0.0	-1.4	1.5	6.1	5414	2.5	1.02	C_187:R_618	0.73
2000-02-21	0.3	-2.6	1.3	5.5	5652	1.4	0.84	C_187:R_618	0.72
2000-02-22	0.0	0.0	3.7	7.9	5252	1.7	0.98	C_187:R_618	0.73
2000-02-23	0.1	1.1	5.3	9.0	5572	1.5	0.99	C_187:R_618	0.73
2000-02-24	5.6	4.3	6.2	6.8	4260	3.2	0.76	C_187:R_618	0.88
2000-02-25	6.4	1.0	5.1	10.4	6892	3.4	1.55	C_187:R_618	0.69
