Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	2.1	2.2	3.9	4.2	2084	2.1	0.37	C_184:R_615	0.90
2000-01-02	0.0	0.2	2.1	6.0	3180	2.3	0.61	C_184:R_615	0.78
2000-01-03	0.0	0.1	3.9	4.4	2113	3.2	0.64	C_184:R_615	0.83
2000-01-04	0.0	2.8	7.3	8.2	2130	3.3	0.86	C_184:R_615	0.80
2000-01-05	0.0	1.0	4.0	10.9	5592	3.1	1.05	C_184:R_615	0.68
2000-01-06	0.9	-1.8	3.6	4.1	2166	2.7	0.69	C_184:R_615	0.78
2000-01-07	0.0	3.7	6.5	8.8	2690	2.3	0.68	C_184:R_615	0.81
2000-01-08	1.5	2.2	5.5	6.9	2206	2.8	0.70	C_184:R_615	0.82
2000-01-09	10.3	4.7	5.5	6.4	2228	1.7	0.37	C_184:R_615	0.91
2000-01-10	2.0	2.4	3.6	4.7	2251	1.7	0.39	C_184:R_615	0.89
2000-01-11	0.0	2.7	3.8	4.6	2275	2.2	0.40	C_184:R_615	0.90
2000-01-12	0.0	0.6	1.2	3.0	2301	2.7	0.44	C_184:R_615	0.88
2000-01-13	0.0	-1.2	0.7	3.8	3434	2.5	0.57	C_184:R_615	0.80
2000-01-14	0.0	-2.3	1.2	4.4	2355	1.5	0.57	C_184:R_615	0.75
2000-01-15	0.0	-3.0	0.5	1.4	2384	1.6	0.43	C_184:R_615	0.82
2000-01-16	0.0	-2.5	1.6	4.6	5006	2.5	0.67	C_184:R_615	0.74
2000-01-17	0.0	1.5	5.7	7.2	2445	5.4	1.08	C_184:R_615	0.79
2000-01-18	0.2	3.9	5.9	9.4	2917	5.3	1.15	C_184:R_615	0.80
2000-01-19	0.0	-2.5	2.3	5.7	4174	2.8	0.86	C_184:R_615	0.71
2000-01-20	0.0	0.6	4.2	5.9	2546	4.0	0.88	C_184:R_615	0.80
2000-01-21	0.5	2.7	4.6	5.8	2582	4.2	0.68	C_184:R_615	0.86
2000-01-22	2.8	2.0	3.9	4.4	2619	2.6	0.49	C_184:R_615	0.89
2000-01-23	3.2	-1.8	0.4	4.3	2657	2.1	0.67	C_184:R_615	0.77
2000-01-24	0.0	-8.0	-5.4	-1.2	7345	1.4	0.37	C_184:R_615	0.74
2000-01-25	0.0	-10.6	-6.2	-0.6	7372	1.9	0.55	C_184:R_615	0.65
2000-01-26	0.0	-11.2	-5.8	-0.2	7460	2.8	0.74	C_184:R_615	0.62
2000-01-27	0.0	-8.1	-2.9	1.2	7550	3.3	0.80	C_184:R_615	0.67
2000-01-28	0.0	-6.2	2.0	6.1	6251	4.2	1.32	C_184:R_615	0.61
2000-01-29	2.0	3.3	7.7	8.8	2909	6.5	1.26	C_184:R_615	0.80
2000-01-30	11.0	6.2	9.7	11.0	2955	5.8	1.23	C_184:R_615	0.82
2000-01-31	0.0	9.1	10.2	11.8	3563	5.9	0.95	C_184:R_615	0.88
2000-02-01	0.0	5.2	8.0	11.2	4500	3.6	1.14	C_184:R_615	0.78
2000-02-02	3.9	3.2	5.8	9.7	3163	3.8	1.17	C_184:R_615	0.77
2000-02-03	0.0	2.5	5.7	9.0	3922	3.8	1.14	C_184:R_615	0.77
2000-02-04	2.1	0.7	6.4	9.2	3396	3.8	1.31	C_184:R_615	0.71
2000-02-05	0.0	4.8	6.8	13.0	6541	3.4	1.42	C_184:R_615	0.73
2000-02-06	0.0	2.6	7.2	12.8	6230	2.7	1.39	C_184:R_615	0.68
2000-02-07	0.0	5.9	9.3	12.2	4234	4.3	1.37	C_184:R_615	0.78
2000-02-08	2.4	7.4	11.2	13.5	4027	5.4	1.55	C_184:R_615	0.79
2000-02-09	0.0	2.9	5.6	12.7	4776	5.9	1.99	C_184:R_615	0.69
2000-02-10	11.9	1.6	7.3	10.7	8038	4.0	1.52	C_184:R_615	0.70
2000-02-11	0.0	0.1	2.0	8.1	6322	2.6	1.08	C_184:R_615	0.72
2000-02-12	0.0	-4.0	3.2	7.6	8110	3.4	1.38	C_184:R_615	0.63
2000-02-13	4.3	0.2	2.6	6.3	3707	3.8	1.03	C_184:R_615	0.77
2000-02-14	3.2	-3.1	2.8	6.1	9051	2.9	1.14	C_184:R_615	0.69
2000-02-15	5.8	4.5	8.3	12.7	5220	3.2	1.46	C_184:R_615	0.73
2000-02-16	4.6	0.7	3.2	8.4	5889	3.9	1.31	C_184:R_615	0.73
2000-02-17	0.4	0.1	2.6	5.6	5600	2.9	0.92	C_184:R_615	0.79
2000-02-18	2.8	0.2	3.5	5.6	4022	3.0	0.90	C_184:R_615	0.79
2000-02-19	4.1	3.2	5.9	9.2	4392	2.6	1.05	C_184:R_615	0.78
2000-02-20	0.0	-1.3	1.4	6.1	5540	2.5	1.01	C_184:R_615	0.74
2000-02-21	0.3	-2.5	1.2	5.5	5777	1.4	0.84	C_184:R_615	0.72
2000-02-22	0.0	0.1	3.6	7.9	5389	1.7	0.98	C_184:R_615	0.73
2000-02-23	0.1	1.2	5.2	9.0	5707	1.5	0.99	C_184:R_615	0.73
2000-02-24	5.5	4.4	6.1	6.8	4426	3.2	0.75	C_184:R_615	0.89
2000-02-25	6.1	1.1	5.0	10.4	7007	3.4	1.55	C_184:R_615	0.69
2000-02-26	0.0	-2.6	4.2	10.5	11111	2.1	1.53	C_184:R_615	0.60
2000-02-27	0.0	-2.1	5.1	13.0	12816	2.7	1.97	C_184:R_615	0.56
2000-02-28	1.3	2.7	10.6	18.2	10632	4.3	2.87	C_184:R_615	0.56
2000-02-29	2.4	5.3	7.3	10.3	5288	4.0	1.26	C_184:R_615	0.81
2000-03-01	6.2	3.6	4.5	9.2	4941	4.1	1.26	C_184:R_615	0.79
2000-03-02	0.0	2.4	5.0	8.7	7160	4.3	1.38	C_184:R_615	0.77
2000-03-03	9.3	5.2	7.5	9.3	5004	6.0	1.23	C_184:R_615	0.84
2000-03-04	0.0	0.9	3.6	7.5	9798	4.5	1.44	C_184:R_615	0.76
2000-03-05	0.0	0.2	3.7	6.8	6829	3.7	1.26	C_184:R_615	0.76
2000-03-06	0.0	-0.5	3.4	11.4	14841	3.8	2.14	C_184:R_615	0.63
2000-03-07	0.8	-0.3	8.1	13.0	6024	4.7	2.26	C_184:R_615	0.60
2000-03-08	3.3	8.5	10.7	12.0	5382	5.4	1.29	C_184:R_615	0.86
2000-03-09	1.6	11.5	12.4	13.9	6007	5.7	1.25	C_184:R_615	0.89
2000-03-10	0.3	8.6	10.2	12.4	6734	2.9	1.26	C_184:R_615	0.85
2000-03-11	0.0	9.7	10.2	12.0	5613	4.8	1.11	C_184:R_615	0.89
2000-03-12	0.0	5.3	6.8	10.2	5691	1.7	1.08	C_184:R_615	0.81
2000-03-13	0.3	0.3	7.8	13.6	13798	1.9	2.01	C_184:R_615	0.60
2000-03-14	6.3	7.5	8.7	12.4	5848	3.9	1.44	C_184:R_615	0.82
2000-03-15	0.0	2.1	6.5	9.5	10917	4.7	1.77	C_184:R_615	0.74
2000-03-16	0.1	6.6	9.0	10.2	6198	3.9	1.21	C_184:R_615	0.85
2000-03-17	0.0	8.5	9.5	10.7	6084	3.4	1.05	C_184:R_615	0.90
2000-03-18	1.5	6.3	7.6	10.5	6163	2.0	1.15	C_184:R_615	0.84
2000-03-19	0.0	5.1	6.4	10.1	8023	2.3	1.32	C_184:R_615	0.81
2000-03-20	0.0	-0.4	5.8	11.3	13397	2.0	1.90	C_184:R_615	0.63
2000-03-21	0.0	-0.8	6.4	15.8	15836	1.6	2.32	C_184:R_615	0.53
2000-03-22	0.0	-0.4	8.8	18.5	17600	1.6	2.66	C_184:R_615	0.49
2000-03-23	0.2	2.4	12.0	18.7	14295	1.5	2.45	C_184:R_615	0.55
2000-03-24	4.1	7.3	12.4	17.7	9712	2.7	2.33	C_184:R_615	0.68
2000-03-25	1.3	7.6	10.7	16.8	10741	2.1	2.13	C_184:R_615	0.71
2000-03-26	1.0	5.2	7.2	11.4	8457	2.0	1.49	C_184:R_615	0.78
2000-03-27	0.1	2.4	7.3	11.9	9278	1.9	1.69	C_184:R_615	0.69
2000-03-28	0.0	2.6	4.2	7.8	8110	3.0	1.32	C_184:R_615	0.80
2000-03-29	17.0	0.5	8.0	12.1	8301	3.8	2.12	C_184:R_615	0.64
2000-03-30	17.4	3.8	4.9	8.5	7109	3.7	1.32	C_184:R_615	0.82
2000-03-31	0.4	3.5	5.4	10.4	8794	1.9	1.50	C_184:R_615	0.76
2000-04-01	3.9	0.0	5.9	10.3	9420	1.5	1.57	C_184:R_615	0.67
2000-04-02	0.0	1.5	10.7	16.2	20022	1.8	2.85	C_184:R_615	0.58
