Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	1.8	2.5	4.0	4.2	2100	2.1	0.35	C_184:R_626	0.91
2000-01-02	0.0	0.5	2.2	6.0	3152	2.3	0.60	C_184:R_626	0.79
2000-01-03	0.0	0.4	4.0	4.4	2129	3.2	0.61	C_184:R_626	0.83
2000-01-04	0.0	3.1	7.4	8.2	2145	3.3	0.83	C_184:R_626	0.81
2000-01-05	0.0	1.3	4.1	10.9	5425	3.1	1.05	C_184:R_626	0.69
2000-01-06	1.1	-1.5	3.7	4.1	2181	2.7	0.67	C_184:R_626	0.79
2000-01-07	0.0	4.0	6.6	8.8	2658	2.3	0.67	C_184:R_626	0.82
2000-01-08	0.8	2.5	5.6	6.9	2222	2.8	0.68	C_184:R_626	0.83
2000-01-09	8.8	5.0	5.6	6.4	2244	1.7	0.35	C_184:R_626	0.92
2000-01-10	2.7	2.7	3.7	4.7	2267	1.7	0.37	C_184:R_626	0.90
2000-01-11	0.0	3.0	3.9	4.6	2291	2.2	0.37	C_184:R_626	0.91
2000-01-12	0.0	0.9	1.3	3.0	2316	2.7	0.42	C_184:R_626	0.89
2000-01-13	0.0	-0.9	0.8	3.8	3349	2.5	0.56	C_184:R_626	0.81
2000-01-14	0.0	-2.0	1.3	4.4	2371	1.5	0.56	C_184:R_626	0.76
2000-01-15	0.0	-2.7	0.6	1.4	2400	1.6	0.42	C_184:R_626	0.83
2000-01-16	0.0	-2.2	1.7	4.6	4872	2.5	0.66	C_184:R_626	0.75
2000-01-17	0.0	1.8	5.8	7.2	2461	5.4	1.05	C_184:R_626	0.80
2000-01-18	1.0	4.2	6.0	9.4	2880	5.3	1.11	C_184:R_626	0.81
2000-01-19	0.0	-2.2	2.4	5.7	4087	2.8	0.85	C_184:R_626	0.72
2000-01-20	0.0	0.9	4.3	5.9	2562	4.0	0.85	C_184:R_626	0.81
2000-01-21	0.4	3.0	4.7	5.8	2598	4.2	0.65	C_184:R_626	0.87
2000-01-22	2.9	2.3	4.0	4.4	2634	2.6	0.47	C_184:R_626	0.90
2000-01-23	1.8	-1.5	0.5	4.3	2673	2.1	0.65	C_184:R_626	0.78
2000-01-24	0.0	-7.7	-5.3	-1.2	7089	1.4	0.37	C_184:R_626	0.75
2000-01-25	0.0	-10.3	-6.1	-0.6	7114	1.9	0.55	C_184:R_626	0.66
2000-01-26	0.0	-10.9	-5.7	-0.2	7199	2.8	0.73	C_184:R_626	0.63
2000-01-27	0.0	-7.8	-2.8	1.2	7286	3.3	0.80	C_184:R_626	0.68
2000-01-28	0.0	-5.9	2.1	6.1	6038	4.2	1.31	C_184:R_626	0.61
2000-01-29	5.8	3.6	7.8	8.8	2925	6.5	1.22	C_184:R_626	0.80
2000-01-30	5.5	6.5	9.8	11.0	2971	5.8	1.19	C_184:R_626	0.83
2000-01-31	0.0	9.4	10.3	11.8	3519	5.9	0.90	C_184:R_626	0.89
2000-02-01	0.0	5.9	8.4	11.1	4458	3.6	1.07	C_184:R_626	0.81
2000-02-02	2.6	3.9	6.2	9.6	3179	3.8	1.09	C_184:R_626	0.79
2000-02-03	0.0	3.2	6.1	8.9	3941	3.8	1.06	C_184:R_626	0.79
2000-02-04	1.8	1.4	6.8	9.1	3412	3.8	1.25	C_184:R_626	0.73
