Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	2.1	2.3	3.9	4.2	2092	2.1	0.36	C_185:R_620	0.90
2000-01-02	0.0	0.3	2.1	6.0	3191	2.3	0.60	C_185:R_620	0.79
2000-01-03	0.0	0.2	3.9	4.4	2121	3.2	0.63	C_185:R_620	0.83
2000-01-04	0.0	2.9	7.3	8.2	2137	3.3	0.85	C_185:R_620	0.80
2000-01-05	0.0	1.1	4.0	10.9	5559	3.1	1.05	C_185:R_620	0.68
2000-01-06	0.9	-1.7	3.6	4.1	2173	2.7	0.68	C_185:R_620	0.78
2000-01-07	0.0	3.8	6.5	8.8	2700	2.3	0.68	C_185:R_620	0.81
2000-01-08	1.5	2.3	5.5	6.9	2214	2.8	0.70	C_185:R_620	0.82
2000-01-09	10.3	4.8	5.5	6.4	2236	1.7	0.36	C_185:R_620	0.91
2000-01-10	2.0	2.5	3.6	4.7	2259	1.7	0.38	C_185:R_620	0.89
2000-01-11	0.0	2.8	3.8	4.6	2283	2.2	0.39	C_185:R_620	0.91
2000-01-12	0.0	0.7	1.2	3.0	2309	2.7	0.43	C_185:R_620	0.89
2000-01-13	0.0	-1.1	0.7	3.8	3392	2.5	0.57	C_185:R_620	0.81
2000-01-14	0.0	-2.2	1.2	4.4	2363	1.5	0.56	C_185:R_620	0.76
2000-01-15	0.0	-2.9	0.5	1.4	2392	1.6	0.43	C_185:R_620	0.82
2000-01-16	0.0	-2.4	1.6	4.6	4966	2.5	0.67	C_185:R_620	0.74
2000-01-17	0.0	1.6	5.7	7.2	2453	5.4	1.07	C_185:R_620	0.79
2000-01-18	0.2	4.0	5.9	9.4	2926	5.3	1.14	C_185:R_620	0.80
2000-01-19	0.0	-2.4	2.3	5.7	4186	2.8	0.86	C_185:R_620	0.72
2000-01-20	0.0	0.7	4.2	5.9	2554	4.0	0.87	C_185:R_620	0.80
