Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	2.0	2.3	3.9	4.2	2091	2.1	0.36	C_182:R_619	0.90
2000-01-02	0.0	0.3	2.1	6.0	3189	2.3	0.60	C_182:R_619	0.79
2000-01-03	0.0	0.2	3.9	4.4	2120	3.2	0.63	C_182:R_619	0.83
2000-01-04	0.0	2.9	7.3	8.2	2136	3.3	0.85	C_182:R_619	0.80
2000-01-05	0.0	1.1	4.0	10.9	5556	3.1	1.05	C_182:R_619	0.68
2000-01-06	0.8	-1.7	3.6	4.1	2172	2.7	0.68	C_182:R_619	0.78
2000-01-07	0.0	3.8	6.5	8.8	2698	2.3	0.68	C_182:R_619	0.81
2000-01-08	1.4	2.3	5.5	6.9	2212	2.8	0.70	C_182:R_619	0.82
2000-01-09	9.7	4.8	5.5	6.4	2234	1.7	0.36	C_182:R_619	0.91
2000-01-10	1.9	2.5	3.6	4.7	2257	1.7	0.38	C_182:R_619	0.89
2000-01-11	0.0	2.8	3.8	4.6	2282	2.2	0.39	C_182:R_619	0.91
2000-01-12	0.0	0.7	1.2	3.0	2307	2.7	0.43	C_182:R_619	0.89
2000-01-13	0.0	-1.1	0.7	3.8	3390	2.5	0.57	C_182:R_619	0.81
2000-01-14	0.0	-2.2	1.2	4.4	2361	1.5	0.56	C_182:R_619	0.76
2000-01-15	0.0	-2.9	0.5	1.4	2390	1.6	0.43	C_182:R_619	0.82
2000-01-16	0.0	-2.4	1.6	4.6	4963	2.5	0.67	C_182:R_619	0.74
2000-01-17	0.0	1.6	5.7	7.2	2452	5.4	1.07	C_182:R_619	0.79
2000-01-18	0.2	4.0	5.9	9.4	2924	5.3	1.14	C_182:R_619	0.80
2000-01-19	0.0	-2.4	2.3	5.7	4184	2.8	0.86	C_182:R_619	0.72
2000-01-20	0.0	0.7	4.2	5.9	2552	4.0	0.87	C_182:R_619	0.80
2000-01-21	0.4	2.8	4.6	5.8	2588	4.2	0.67	C_182:R_619	0.87
2000-01-22	2.6	2.1	3.9	4.4	2625	2.6	0.48	C_182:R_619	0.89
2000-01-23	3.0	-1.7	0.4	4.3	2663	2.1	0.66	C_182:R_619	0.77
2000-01-24	0.0	-7.9	-5.4	-1.2	7301	1.4	0.37	C_182:R_619	0.74
2000-01-25	0.0	-10.5	-6.2	-0.6	7328	1.9	0.55	C_182:R_619	0.65
2000-01-26	0.0	-11.1	-5.8	-0.2	7415	2.8	0.73	C_182:R_619	0.63
2000-01-27	0.0	-8.0	-2.9	1.2	7504	3.3	0.80	C_182:R_619	0.68
2000-01-28	0.0	-6.1	2.0	6.1	6202	4.2	1.32	C_182:R_619	0.61
2000-01-29	1.9	3.4	7.7	8.8	2915	6.5	1.24	C_182:R_619	0.80
2000-01-30	10.4	6.3	9.7	11.0	2961	5.8	1.22	C_182:R_619	0.82
2000-01-31	0.0	9.2	10.2	11.8	3570	5.9	0.93	C_182:R_619	0.89
2000-02-01	0.0	5.4	8.1	11.1	4445	3.6	1.11	C_182:R_619	0.79
2000-02-02	3.0	3.4	5.9	9.6	3169	3.8	1.14	C_182:R_619	0.78
2000-02-03	0.0	2.7	5.8	8.9	3929	3.8	1.11	C_182:R_619	0.78
2000-02-04	2.0	0.9	6.5	9.1	3402	3.8	1.29	C_182:R_619	0.72
2000-02-05	0.0	5.0	6.9	12.9	6552	3.4	1.39	C_182:R_619	0.74
2000-02-06	0.0	2.8	7.3	12.7	6175	2.7	1.37	C_182:R_619	0.68
