Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
2000-01-01	2.0	2.3	3.8	4.1	2083	2.1	0.4	C_181:R_614	0.90
2000-01-02	0.0	0.3	2.0	5.9	3178	2.3	0.6	C_181:R_614	0.79
2000-01-03	0.0	0.2	3.8	4.3	2112	3.2	0.6	C_181:R_614	0.83
2000-01-04	0.0	2.9	7.2	8.1	2128	3.3	0.8	C_181:R_614	0.80
2000-01-05	0.0	1.1	3.9	10.8	5489	3.1	1.0	C_181:R_614	0.68
2000-01-06	0.8	-1.7	3.5	4.0	2164	2.7	0.7	C_181:R_614	0.78
2000-01-07	0.0	3.8	6.4	8.7	2638	2.3	0.7	C_181:R_614	0.81
2000-01-08	1.4	2.3	5.4	6.8	2204	2.8	0.7	C_181:R_614	0.82
2000-01-09	9.7	4.8	5.4	6.3	2226	1.7	0.4	C_181:R_614	0.92
2000-01-10	1.9	2.5	3.5	4.6	2250	1.7	0.4	C_181:R_614	0.90
2000-01-11	0.0	2.8	3.7	4.5	2274	2.2	0.4	C_181:R_614	0.91
2000-01-12	0.0	0.7	1.1	2.9	2299	2.7	0.4	C_181:R_614	0.89
2000-01-13	0.0	-1.1	0.6	3.7	3379	2.5	0.6	C_181:R_614	0.81
2000-01-14	0.0	-2.2	1.1	4.3	2354	1.5	0.6	C_181:R_614	0.76
2000-01-15	0.0	-2.9	0.4	1.3	2383	1.6	0.4	C_181:R_614	0.82
2000-01-16	0.0	-2.4	1.5	4.5	4895	2.5	0.7	C_181:R_614	0.75
2000-01-17	0.0	1.6	5.6	7.1	2444	5.4	1.1	C_181:R_614	0.79
2000-01-18	0.2	4.0	5.8	9.3	2916	5.3	1.1	C_181:R_614	0.80
2000-01-19	0.0	-2.4	2.2	5.6	4117	2.8	0.9	C_181:R_614	0.72
2000-01-20	0.0	0.7	4.1	5.8	2544	4.0	0.9	C_181:R_614	0.80
2000-01-21	0.4	2.8	4.5	5.7	2580	4.2	0.7	C_181:R_614	0.87
2000-01-22	2.6	2.1	3.8	4.3	2617	2.6	0.5	C_181:R_614	0.89
2000-01-23	3.0	-1.7	0.3	4.2	2655	2.1	0.7	C_181:R_614	0.78
2000-01-24	0.0	-7.9	-5.5	-1.3	7167	1.4	0.4	C_181:R_614	0.75
2000-01-25	0.0	-10.5	-6.3	-0.7	7193	1.9	0.5	C_181:R_614	0.65
2000-01-26	0.0	-11.1	-5.9	-0.3	7279	2.8	0.7	C_181:R_614	0.63
2000-01-27	0.0	-8.0	-3.0	1.1	7367	3.3	0.8	C_181:R_614	0.68
2000-01-28	0.0	-6.1	1.9	6.0	6127	4.2	1.3	C_181:R_614	0.61
2000-01-29	1.9	3.4	7.6	8.7	2907	6.5	1.2	C_181:R_614	0.80
2000-01-30	10.4	6.3	9.6	10.9	2953	5.8	1.2	C_181:R_614	0.82
2000-01-31	0.0	9.2	10.1	11.7	3499	5.9	0.9	C_181:R_614	0.89
2000-02-01	0.0	5.5	8.1	11.1	4434	3.6	1.1	C_181:R_614	0.80
2000-02-02	3.0	3.5	5.9	9.6	3161	3.8	1.1	C_181:R_614	0.78
2000-02-03	0.0	2.8	5.8	8.9	3920	3.8	1.1	C_181:R_614	0.78
2000-02-04	2.1	1.0	6.5	9.1	3394	3.8	1.3	C_181:R_614	0.72
2000-02-05	0.0	5.1	6.9	12.9	6538	3.4	1.4	C_181:R_614	0.74
2000-02-06	0.0	2.9	7.3	12.7	6161	2.7	1.4	C_181:R_614	0.69
2000-02-07	0.0	6.2	9.4	12.1	4232	4.3	1.3	C_181:R_614	0.79
2000-02-08	2.2	7.7	11.3	13.4	4025	5.4	1.5	C_181:R_614	0.80
2000-02-09	0.5	3.2	5.7	12.6	4774	5.9	1.9	C_181:R_614	0.70
2000-02-10	9.9	1.9	7.4	10.6	8034	4.0	1.5	C_181:R_614	0.71
2000-02-11	0.0	0.4	2.1	8.0	6249	2.6	1.1	C_181:R_614	0.73
2000-02-12	0.0	-3.7	3.3	7.5	8107	3.4	1.4	C_181:R_614	0.64
2000-02-13	3.2	0.5	2.7	6.2	3706	3.8	1.0	C_181:R_614	0.79
2000-02-14	2.7	-2.8	2.9	6.0	8975	2.9	1.1	C_181:R_614	0.70
2000-02-15	5.5	4.8	8.4	12.6	5218	3.2	1.4	C_181:R_614	0.74
