iso-date,tmin,tmax,tavg,globrad,precip,et0
2011-01-01,-1.68,2.22,0.27,1.23167,0.2,0.06936
2011-01-02,0.42,3.84,2.13,2.25425,0.0,0.12179
2011-01-03,-1.76,2.04,0.14,2.92322,0.2,0.00235
2011-01-04,-2.26,-0.49,-1.38,1.58926,0.0,0.02997
2011-01-05,-2.77,9.62,3.42,2.36713,7.0,0.5197
2011-01-06,2.12,12.22,7.17,0.93614,4.2,0.0
2011-01-07,9.62,11.92,10.77,1.61204,6.0,0.29646
2011-01-08,9.93,12.72,11.32,3.4919,7.8,0.71758
2011-01-09,3.33,8.23,5.78,3.03205,0.4,0.14517
2011-01-10,0.31,6.84,3.57,5.00743,3.4,0.00307
2011-01-11,0.02,10.23,5.13,2.82857,2.6,0.00205
2011-01-12,4.83,11.44,8.13,0.94748,1.8,0.17542
2011-01-13,10.73,13.54,12.13,2.75413,0.2,0.50645
2011-01-14,9.13,12.32,10.73,1.81966,1.6,0.80922
2011-01-15,7.02,10.83,8.93,4.45733,0.2,0.26078
2011-01-16,2.41,11.8,7.11,5.90389,0.4,0.0
2011-01-17,1.42,9.7,5.56,2.49396,0.0,0.0
2011-01-18,6.42,8.63,7.53,1.93737,0.2,0.53829
2011-01-19,-0.67,5.64,2.48,3.66708,0.2,0.03125
2011-01-20,0.83,5.05,2.94,4.69164,0.2,0.26426
2011-01-21,-1.27,0.85,-0.21,4.06571,0.0,0.17319
2011-01-22,-2.07,4.15,1.04,1.62425,0.2,0.0023
2011-01-23,1.06,5.75,3.41,2.7316,0.0,0.26383
2011-01-24,4.04,5.64,4.84,2.62006,0.4,0.28406
2011-01-25,1.53,6.55,4.04,4.84136,0.4,0.01345
2011-01-26,2.23,4.04,3.13,1.42356,4.2,0.07274
2011-01-27,1.83,3.84,2.83,1.86237,0.0,0.38273
2011-01-28,-0.47,1.04,0.29,1.31339,0.0,0.43203
2011-01-29,-2.47,1.11,-0.68,5.41282,0.0,0.22011
2011-01-30,-4.07,0.32,-1.88,5.66107,0.0,0.11235
2011-01-31,-5.08,-0.27,-2.67,4.30431,0.0,0.13373
2011-02-01,-4.68,-1.37,-3.02,1.90323,0.0,0.13513
2011-02-02,-2.76,3.14,0.19,2.81878,1.8,0.1459
2011-02-03,0.74,7.44,4.09,2.46267,1.2,0.01643
2011-02-04,3.93,9.84,6.88,2.59561,0.0,0.37472
2011-02-05,8.22,10.13,9.18,2.53924,0.0,0.93096
2011-02-06,4.02,8.79,6.4,4.03551,0.0,0.47384
2011-02-07,-2.21,12.38,5.09,9.02066,0.4,0.24489
2011-02-08,4.63,8.59,6.61,1.92905,0.0,0.05122
2011-02-09,5.71,8.38,7.04,3.9905,0.2,0.47714
2011-02-10,0.41,14.88,7.65,4.54181,0.0,0.54929
2011-02-11,7.03,16.91,11.97,8.91008,0.0,1.12623
2011-02-12,3.53,10.12,6.82,3.64035,2.0,0.44856
2011-02-13,2.81,9.62,6.21,4.70033,0.0,0.64628
2011-02-14,5.14,9.04,7.09,4.01111,1.4,0.6328
2011-02-15,2.13,10.04,6.08,3.38205,2.0,0.73227
2011-02-16,0.03,11.13,5.58,9.16908,0.0,0.49062
2011-02-17,1.32,8.52,4.92,5.45337,0.2,0.56834
2011-02-18,-1.57,3.94,1.19,2.46107,0.0,0.11486
2011-02-19,0.03,7.51,3.77,2.97488,4.8,0.17775
2011-02-20,5.63,7.75,6.69,2.59429,0.0,0.53378
2011-02-21,1.22,8.24,4.73,3.4027,2.0,0.29276
2011-02-22,2.43,7.24,4.83,8.37015,0.0,0.79449
2011-02-23,-0.67,7.43,3.38,3.76842,6.8,0.56378
2011-02-24,4.13,11.65,7.89,2.92375,0.0,0.20548
2011-02-25,4.62,11.84,8.23,7.49954,0.0,0.62253
2011-02-26,6.53,12.14,9.34,4.02793,7.8,1.00618
2011-02-27,3.23,9.45,6.34,8.44306,0.0,1.11722
2011-02-28,-0.47,7.05,3.29,5.98172,0.2,0.56419
2011-03-01,1.52,8.66,5.09,10.49075,0.0,1.22604
2011-03-02,1.53,9.56,5.54,12.23595,0.0,1.75477
2011-03-03,0.24,8.34,4.29,12.80782,0.0,1.72326
2011-03-04,-1.18,9.73,4.28,12.72834,0.0,1.14051
2011-03-05,-1.78,10.63,4.43,12.63299,0.0,1.20906
2011-03-06,-0.38,8.33,3.98,13.99038,0.0,1.46219
2011-03-07,-0.98,9.12,4.07,14.32342,0.0,1.66037
2011-03-08,-2.29,16.14,6.93,13.61624,0.0,1.46149
2011-03-09,5.03,12.52,8.78,10.95622,0.0,1.7501
2011-03-10,0.71,11.42,6.06,8.90097,0.2,1.15658
2011-03-11,6.43,13.51,9.97,7.10388,0.4,1.42852
2011-03-12,2.43,15.05,8.74,6.9877,0.4,1.49026
2011-03-13,7.73,11.64,9.69,3.72417,0.4,0.81995
2011-03-14,4.34,15.53,9.93,11.97755,0.0,1.36452
2011-03-15,6.63,20.33,13.48,11.95595,0.0,2.34497
2011-03-16,8.63,17.04,12.84,13.25581,0.0,2.4037
2011-03-17,7.33,9.25,8.29,3.44224,0.0,1.09785
2011-03-18,4.13,12.14,8.13,6.91476,6.2,1.03009
2011-03-19,5.54,9.34,7.44,4.19131,0.0,1.03423
2011-03-20,0.22,11.83,6.03,14.72076,0.0,1.67108
2011-03-21,-1.88,14.64,6.38,17.61827,0.0,2.24053
2011-03-22,2.32,16.13,9.22,17.20206,0.0,2.60026
2011-03-23,3.91,19.13,11.52,17.22504,0.0,3.02796
2011-03-24,4.2,19.51,11.86,17.23036,0.0,2.6118
2011-03-25,2.79,20.82,11.8,17.06741,0.0,2.50392
2011-03-26,4.92,19.32,12.12,12.29257,0.0,2.01381
2011-03-27,8.93,17.54,13.23,9.30938,2.0,1.77417
2011-03-28,6.82,17.85,12.34,17.2392,0.0,2.57569
2011-03-29,5.11,15.85,10.48,12.11173,4.6,1.57707
2011-03-30,8.83,14.54,11.68,8.29783,8.4,1.78446
2011-03-31,9.03,15.24,12.13,5.70772,0.8,0.96679
2011-04-01,11.43,15.21,13.32,5.99316,0.4,1.30983
2011-04-02,7.61,24.21,15.91,17.05787,2.6,2.84513
2011-04-03,9.83,11.39,10.61,3.46413,1.0,0.68576
2011-04-04,6.42,13.74,10.08,12.27784,0.0,1.82321
2011-04-05,3.23,17.52,10.38,16.41553,0.0,2.25321
2011-04-06,5.51,22.91,14.21,20.35571,0.0,2.9945
2011-04-07,8.49,24.41,16.45,20.04515,0.0,3.31884
2011-04-08,7.5,20.42,13.96,18.98122,0.0,2.93488
2011-04-09,7.51,23.01,15.26,20.62401,0.0,3.59887
2011-04-10,7.52,25.74,16.63,20.98346,0.0,3.52509
2011-04-11,8.41,20.94,14.68,19.3576,0.0,3.25237
2011-04-12,6.03,13.85,9.94,17.71159,0.0,3.07017
2011-04-13,-0.27,12.95,6.34,16.44544,0.0,1.99648
2011-04-14,6.93,14.94,10.93,18.66969,0.0,2.83232
2011-04-15,3.94,15.64,9.79,12.42057,0.0,2.2927
2011-04-16,1.42,16.93,9.18,21.80395,0.0,2.97129
2011-04-17,2.01,17.73,9.87,21.75363,0.0,3.25859
2011-04-18,3.91,22.63,13.27,22.27181,0.0,3.48932
2011-04-19,7.21,23.93,15.57,22.05384,0.0,3.68754
2011-04-20,7.8,23.83,15.81,22.33492,0.0,3.99075
2011-04-21,7.62,22.73,15.18,22.92173,0.0,4.09552
2011-04-22,8.61,24.13,16.37,22.31932,2.0,4.16623
2011-04-23,10.92,25.13,18.02,16.93519,11.4,3.58886
2011-04-24,10.63,24.24,17.43,18.28467,1.2,3.34274
2011-04-25,10.63,23.24,16.93,21.47857,0.0,4.00326
2011-04-26,9.73,21.44,15.59,23.13167,0.0,4.28316
2011-04-27,9.64,18.94,14.29,19.54524,0.0,3.97009
2011-04-28,8.14,11.45,9.79,3.81702,0.0,0.86067
2011-04-29,8.72,17.14,12.93,10.16129,0.4,1.93721
2011-04-30,5.73,20.84,13.29,22.47921,0.0,3.38459
2011-05-01,7.62,21.93,14.78,20.62631,0.2,3.54856
2011-05-02,12.33,17.92,15.13,11.95669,0.0,2.91977
2011-05-03,6.11,17.15,11.63,23.4087,0.0,4.02585
2011-05-04,2.02,18.84,10.43,25.57336,0.0,3.60828
2011-05-05,2.92,21.03,11.98,25.3738,0.0,3.90002
2011-05-06,6.01,24.73,15.37,22.36946,0.0,3.99479
2011-05-07,11.91,26.23,19.07,23.41867,0.0,5.3487
2011-05-08,13.32,24.12,18.72,20.62861,0.0,4.47593
2011-05-09,9.4,24.53,16.96,24.92865,0.0,4.33927
2011-05-10,13.21,23.52,18.37,18.29162,0.6,3.65883
2011-05-11,11.11,22.91,17.01,23.48178,0.0,4.71097
2011-05-12,10.01,19.34,14.68,25.79995,0.0,4.67822
2011-05-13,3.83,21.53,12.68,26.84429,0.2,4.01461
2011-05-14,8.33,18.45,13.39,19.95293,0.2,3.95579
2011-05-15,5.34,17.35,11.35,18.24546,0.2,3.30283
2011-05-16,5.73,18.94,12.34,20.60906,0.0,3.33153
2011-05-17,7.73,22.23,14.98,25.81006,0.0,4.30473
2011-05-18,6.81,24.63,15.72,25.91646,0.0,4.3415
2011-05-19,11.51,24.04,17.77,24.08581,0.0,4.47206
2011-05-20,9.91,23.54,16.73,22.01049,0.0,4.09428
2011-05-21,8.12,25.33,16.72,23.83654,2.2,4.28388
2011-05-22,13.03,21.85,17.44,22.05332,0.0,4.65438
2011-05-23,5.92,25.74,15.83,27.44292,0.0,4.79138
2011-05-24,10.62,19.83,15.22,24.76717,0.0,4.728
2011-05-25,4.32,24.23,14.28,28.252,0.0,4.80496
2011-05-26,9.81,18.63,14.22,17.49123,0.2,4.06718
2011-05-27,9.84,17.06,13.45,17.43419,0.0,3.60228
