iso-date,tmin,tmax,tavg,globrad,precip,et0
2009-01-01,-2.08,0.32,-0.88,1.47707,0.0,0.13927
2009-01-02,-2.08,1.32,-0.38,3.45746,0.0,0.44878
2009-01-03,-5.88,0.12,-2.88,6.21686,0.0,0.70881
2009-01-04,-11.58,-0.79,-6.19,5.61381,0.0,0.18336
2009-01-05,-7.77,-2.37,-5.07,1.69792,0.4,0.05768
2009-01-06,-4.78,-2.98,-3.88,3.01798,0.0,0.43021
2009-01-07,-10.19,-2.28,-6.23,5.85789,0.0,0.73398
2009-01-08,-5.28,-0.29,-2.79,6.66255,0.0,0.73039
2009-01-09,-11.49,0.39,-5.55,6.73816,0.0,0.34148
2009-01-10,-11.6,4.19,-3.7,6.89939,0.0,0.42464
2009-01-11,-8.91,9.0,0.04,7.24907,0.0,0.67423
2009-01-12,-6.9,1.39,-2.76,5.99618,0.0,0.54483
2009-01-13,-4.5,5.1,0.3,6.02427,0.8,1.05524
2009-01-14,-2.59,2.13,-0.23,1.29882,0.0,0.10574
2009-01-15,-2.68,2.21,-0.24,6.73929,0.0,0.33761
2009-01-16,-1.9,3.21,0.66,5.5213,0.0,0.51176
2009-01-17,-2.49,7.12,2.31,2.8073,0.0,0.3721
2009-01-18,0.02,6.13,3.07,1.31473,14.6,0.49576
2009-01-19,2.32,10.03,6.17,3.06551,3.8,0.65263
2009-01-20,-0.08,7.43,3.67,6.68923,0.0,0.88542
2009-01-21,-0.98,4.83,1.93,3.24323,0.0,0.49734
2009-01-22,-2.48,5.02,1.27,3.06867,3.2,0.57839
2009-01-23,1.72,11.32,6.52,2.18334,13.8,1.27977
2009-01-24,-0.18,4.23,2.03,2.55979,0.0,0.47911
2009-01-25,-1.08,6.02,2.47,8.04601,0.0,0.65014
2009-01-26,-0.08,3.92,1.92,2.55635,0.0,0.19485
2009-01-27,1.72,3.03,2.38,1.45244,0.8,0.20059
2009-01-28,-2.88,3.42,0.27,4.5063,0.0,0.23741
2009-01-29,-6.07,3.32,-1.38,8.43925,0.0,0.41552
2009-01-30,-4.79,3.51,-0.64,8.73206,0.0,0.58768
2009-01-31,-3.68,2.21,-0.74,8.86741,0.0,0.89353
2009-02-01,-6.28,1.42,-2.43,5.05664,4.6,0.65299
2009-02-02,-0.88,4.11,1.62,2.60894,6.0,0.40325
2009-02-03,-0.98,1.72,0.37,1.82117,8.8,0.15806
2009-02-04,-1.98,4.42,1.22,4.87,0.0,0.37277
2009-02-05,0.92,10.62,5.77,6.86881,0.4,0.80931
2009-02-06,4.12,7.83,5.97,4.63056,0.8,0.60379
2009-02-07,2.73,4.03,3.38,1.03485,8.0,0.27681
2009-02-08,-0.48,2.73,1.13,5.02765,0.0,0.57974
2009-02-09,-0.57,9.13,4.28,2.47222,10.2,1.0268
2009-02-10,2.62,6.03,4.33,1.79113,5.4,0.79781
2009-02-11,0.02,4.03,2.02,8.18862,1.2,0.63595
2009-02-12,-0.28,3.04,1.38,5.0256,0.8,0.58604
2009-02-13,-1.18,2.83,0.83,3.61775,0.0,0.36591
2009-02-14,-0.78,3.13,1.17,5.33206,0.0,0.73214
2009-02-15,-7.78,3.23,-2.28,9.71709,0.2,0.47415
2009-02-16,-3.07,2.23,-0.42,2.37385,3.6,0.24639
2009-02-17,0.42,5.93,3.17,1.42943,3.6,0.04013
2009-02-18,-3.88,2.63,-0.63,10.81526,0.0,0.71041
2009-02-19,-7.18,4.93,-1.13,12.10442,0.0,0.66414
2009-02-20,-1.88,4.62,1.37,3.95831,0.0,0.61441
2009-02-21,-1.28,6.13,2.42,6.87692,0.0,0.58099
2009-02-22,2.81,5.03,3.92,1.76066,2.2,0.24027
2009-02-23,3.82,6.03,4.92,2.91469,2.0,0.4257
2009-02-24,2.32,7.43,4.88,6.13569,0.0,1.04603
2009-02-25,-3.88,9.12,2.62,13.16331,0.0,0.86184
2009-02-26,-2.79,7.32,2.27,6.9051,0.0,0.69858
2009-02-27,3.51,11.02,7.26,10.31846,0.0,1.01273
2009-02-28,-1.09,14.41,6.66,13.76081,0.0,1.23367
2009-03-01,4.11,13.13,8.62,4.96235,0.2,1.40891
2009-03-02,5.62,7.44,6.53,2.12535,0.2,0.80632
2009-03-03,0.01,11.63,5.82,10.61814,0.0,1.15724
2009-03-04,1.12,8.32,4.72,2.83617,4.0,0.94747
2009-03-05,1.32,5.93,3.63,6.60507,0.8,0.79505
2009-03-06,0.73,7.53,4.13,8.56389,0.8,1.50806
2009-03-07,-3.08,9.93,3.42,10.90299,0.0,1.01255
2009-03-08,4.33,10.23,7.28,5.32023,7.6,1.19154
2009-03-09,2.03,8.44,5.23,8.87647,2.6,1.57172
2009-03-10,3.02,6.83,4.92,2.71331,10.2,0.62245
2009-03-11,2.51,8.83,5.67,11.30586,0.0,1.1744
2009-03-12,-2.38,10.22,3.92,6.55958,0.0,0.68287
2009-03-13,4.51,13.61,9.06,10.95946,0.0,1.38125
2009-03-14,1.9,16.6,9.25,10.89922,0.2,1.50639
2009-03-15,6.31,12.92,9.62,14.10356,0.0,1.9551
2009-03-16,-0.68,14.12,6.72,16.73981,0.0,1.56622
2009-03-17,-1.29,16.12,7.42,16.63847,0.0,1.71722
2009-03-18,1.51,17.01,9.26,18.4554,0.0,2.80308
2009-03-19,-2.0,15.22,6.61,17.77445,0.0,3.04146
2009-03-20,-0.58,7.93,3.67,18.95106,0.0,2.35056
2009-03-21,-3.58,10.02,3.22,18.02181,0.0,2.08767
2009-03-22,-4.09,11.13,3.52,11.69924,0.0,1.33288
2009-03-23,-1.58,13.02,5.72,10.78761,3.6,1.51154
2009-03-24,1.92,7.24,4.58,6.55089,3.0,1.26694
2009-03-25,1.52,7.44,4.48,5.39938,6.0,1.01399
2009-03-26,3.22,9.93,6.58,7.3043,3.0,1.14136
2009-03-27,4.72,10.03,7.38,8.90193,2.8,1.58867
2009-03-28,5.42,11.23,8.32,8.50485,1.8,2.09253
2009-03-29,1.32,7.63,4.47,9.43095,0.0,1.20899
2009-03-30,0.31,10.93,5.62,13.41694,0.0,1.69507
2009-03-31,2.02,15.02,8.52,20.5758,0.0,2.62745
2009-04-01,2.53,12.23,7.38,16.85798,0.0,2.20942
2009-04-02,0.22,18.13,9.17,16.63145,0.0,1.72722
2009-04-03,7.51,19.03,13.27,9.78203,0.0,1.89259
2009-04-04,5.31,16.02,10.66,11.42277,0.0,1.84541
2009-04-05,4.72,17.92,11.32,17.20612,0.0,2.25564
2009-04-06,4.3,21.12,12.71,19.12055,0.0,3.35631
2009-04-07,9.02,15.03,12.02,4.74415,1.2,1.65196
2009-04-08,7.21,18.12,12.67,17.91016,0.0,2.8843
2009-04-09,6.72,21.63,14.17,21.13541,0.0,3.43905
2009-04-10,9.92,23.12,16.52,19.08717,1.6,4.44998
2009-04-11,8.12,20.73,14.43,15.70306,0.0,2.96413
2009-04-12,10.13,19.32,14.73,13.47982,0.0,2.23013
2009-04-13,10.11,13.44,11.77,8.4204,0.2,1.12724
2009-04-14,7.21,21.72,14.46,17.78718,0.0,2.71302
2009-04-15,8.82,22.13,15.47,19.29125,13.2,4.00969
2009-04-16,8.73,10.23,9.48,4.19234,10.6,0.89556
2009-04-17,5.52,16.03,10.78,16.72981,0.8,2.10823
2009-04-18,6.82,15.12,10.97,12.02404,3.8,1.71821
2009-04-19,4.63,18.53,11.58,19.66941,0.0,2.6732
2009-04-20,7.51,21.03,14.27,22.18742,0.0,3.74187
2009-04-21,8.11,21.73,14.92,22.43552,0.0,3.60685
2009-04-22,7.22,19.03,13.13,23.53694,0.0,3.23611
2009-04-23,4.62,18.02,11.32,25.67762,0.0,3.29809
